chromosome	comparison	condition_id	020_matched	candidate_matched	delta_matched	020_cross	candidate_cross	delta_cross	020_contrast	candidate_contrast	delta_contrast	020_matched_ref1	candidate_matched_ref1	delta_matched_ref1	020_matched_ref2	candidate_matched_ref2	delta_matched_ref2	020_margin_mat	candidate_margin_mat	delta_margin_mat	020_margin_pat	candidate_margin_pat	delta_margin_pat	020_minmargin	candidate_minmargin	delta_minmargin	wins_matched	wins_contrast
chr4	C0-bundle2-minus-020	C0-bundle2	0.448272792352858	0.60953997704296	0.16126718469010204	0.41667351352207077	0.500630409316027	0.08395689579395621	0.031599278830787225	0.10890956772693305	0.07731028889614583	0.49845340903982993	0.5447764500024901	0.046323040962660156	0.3980921756658861	0.67430350408343	0.27621132841754387	0.069030225795909	0.16361255653916595	0.09458233074325695	-0.0058316681343345	0.05420657891470004	0.06003824704903454	-0.0058316681343345	0.05420657891470004	0.06003824704903454	1	1
chr4	C0-bundle3-minus-020	C0-bundle3	0.448272792352858	0.556525259573494	0.10825246722063597	0.41667351352207077	0.4985054331967854	0.08183191967471465	0.031599278830787225	0.05801982637670855	0.026420547545921325	0.49845340903982993	0.6719384122754276	0.17348500323559768	0.3980921756658861	0.44111210687156027	0.043019931205674156	0.069030225795909	0.11697026824766876	0.04794004245175976	-0.0058316681343345	-0.0009306154942516631	0.004901052640082837	-0.0058316681343345	-0.0009306154942516631	0.004901052640082837	1	1
chr5	C0-bundle1-minus-020	C0-bundle1	0.6379087343079552	0.5239161614735153	-0.11399257283443998	0.490468008305715	0.42598536172012236	-0.06448264658559266	0.14744072600224023	0.09793079975339292	-0.049509926248847314	0.6751552615595967	0.6037681493178063	-0.0713871122417904	0.6006622070563138	0.44406417362922423	-0.15659803342708956	0.1697225070496038	0.1216412877904649	-0.048081219259138885	0.12515894495487662	0.07422031171632087	-0.05093863323855574	0.12515894495487662	0.07422031171632087	-0.05093863323855574	0	0
chr5	C0-bundle2-minus-020	C0-bundle2	0.6379087343079552	0.6141972477005389	-0.0237114866074164	0.490468008305715	0.5265440489834133	0.03607604067769832	0.14744072600224023	0.08765319871712551	-0.05978752728511472	0.6751552615595967	0.5670149526258353	-0.10814030893376136	0.6006622070563138	0.6613795427752425	0.06071733571892868	0.1697225070496038	0.08284397542335281	-0.08687853162625098	0.12515894495487662	0.09246242201089827	-0.032696522943978346	0.12515894495487662	0.08284397542335281	-0.042314969531523805	0	0
chr5	C0-bundle3-minus-020	C0-bundle3	0.6379087343079552	0.5843677885078425	-0.053540945800112705	0.490468008305715	0.5765071626912779	0.08603915438556287	0.14744072600224023	0.00786062581656466	-0.13958010018567557	0.6751552615595967	0.5594402044500087	-0.11571505710958796	0.6006622070563138	0.6092953725656763	0.00863316550936255	0.1697225070496038	-0.01571811355975916	-0.18544062060936295	0.12515894495487662	0.03143936519288848	-0.09371957976198814	0.12515894495487662	-0.01571811355975916	-0.14087705851463578	0	0
chr6	C0-bundle1-minus-020	C0-bundle1	0.49285211085684544	0.47785412378445535	-0.014997987072390084	0.23497512539904852	0.21581707260537147	-0.01915805279367705	0.2578769854577969	0.2620370511790839	0.004160065721286965	0.48215475731099133	0.4630872749373513	-0.019067482373640032	0.5035494644026995	0.49262097263155935	-0.010928491771140192	0.25253657691787085	0.30304714207702194	0.05051056515915109	0.2632173939977229	0.22102696028114577	-0.04219043371657716	0.25253657691787085	0.22102696028114577	-0.03150961663672508	0	1
chr6	C0-bundle2-minus-020	C0-bundle2	0.49285211085684544	0.3272184335456204	-0.16563367731122502	0.23497512539904852	0.2710675603369599	0.036092434937911366	0.2578769854577969	0.05615087320866052	-0.2017261122491364	0.48215475731099133	0.30491527570480853	-0.1772394816061828	0.5035494644026995	0.34952159138643235	-0.1540278730162672	0.25253657691787085	0.18818611583918726	-0.06435046107868359	0.2632173939977229	-0.07588436942186622	-0.33910176341958914	0.25253657691787085	-0.07588436942186622	-0.32842094633973706	0	0
chr6	C0-bundle3-minus-020	C0-bundle3	0.49285211085684544	0.3173263335333619	-0.1755257773234835	0.23497512539904852	0.29874761009721107	0.06377248469816255	0.2578769854577969	0.018578723436150857	-0.23929826202164606	0.48215475731099133	0.4578251728600983	-0.02432958445089306	0.5035494644026995	0.17682749420662552	-0.326721970196074	0.25253657691787085	0.09960897205482527	-0.15292760486304557	0.2632173939977229	-0.06245152518252356	-0.3256689191802465	0.25253657691787085	-0.06245152518252356	-0.3149881021003944	0	0
chr7	C0-bundle1-minus-020	C0-bundle1	0.4271170824551773	0.35348243729991574	-0.07363464515526158	0.3895566590409345	0.3382346760557017	-0.05132198298523283	0.037560423414242816	0.015247761244214064	-0.022312662170028752	0.42939530966872524	0.3525606482222333	-0.07683466144649193	0.42483885524162945	0.35440422637759816	-0.07043462886403129	0.029757818800551783	-0.04299019861958586	-0.07274801742013765	0.04536302802793396	0.07348572110801405	0.028122693080080086	0.029757818800551783	-0.04299019861958586	-0.07274801742013765	0	0
chr7	C0-bundle2-minus-020	C0-bundle2	0.4271170824551773	0.351371016418777	-0.07574606603640033	0.3895566590409345	0.3324003786422487	-0.05715628039868581	0.037560423414242816	0.0189706377765283	-0.018589785637714518	0.42939530966872524	0.41171845859085293	-0.017676851077872313	0.42483885524162945	0.291023574246701	-0.13381528099492845	0.029757818800551783	-0.08775041418999846	-0.11750823299055024	0.04536302802793396	0.12569168974305506	0.0803286617151211	0.029757818800551783	-0.08775041418999846	-0.11750823299055024	0	0
chr7	C0-bundle3-minus-020	C0-bundle3	0.4271170824551773	0.36708928415679465	-0.06002779829838267	0.3895566590409345	0.3615444331263156	-0.028012225914618882	0.037560423414242816	0.0055448510304790255	-0.03201557238376379	0.42939530966872524	0.3736379841359171	-0.055757325532808155	0.42483885524162945	0.36054058417767226	-0.06429827106395719	0.029757818800551783	-0.04791733645217777	-0.07767515525272956	0.04536302802793396	0.05900703851313588	0.013644010485201918	0.029757818800551783	-0.04791733645217777	-0.07767515525272956	0	0
chr8	C0-bundle1-minus-020	C0-bundle1	0.43335057921779585	0.4079518849371074	-0.025398694280688472	0.41002644870955296	0.30372223702845347	-0.10630421168109949	0.02332413050824289	0.10422964790865391	0.08090551740041102	0.48095825675405085	0.3711773820819514	-0.10978087467209946	0.3857429016815409	0.44472638779226337	0.05898348611072246	-0.2171591817315464	0.08990127689402255	0.30706045862556897	0.26380744274803225	0.11855801892328532	-0.14524942382474693	-0.2171591817315464	0.08990127689402255	0.30706045862556897	0	1
chr8	C0-bundle2-minus-020	C0-bundle2	0.43335057921779585	0.6473267683159334	0.21397618909813754	0.41002644870955296	0.36008124776730677	-0.04994520094224619	0.02332413050824289	0.2872455205486266	0.26392139004038373	0.48095825675405085	0.5265665070854673	0.04560825033141641	0.3857429016815409	0.7680870295463995	0.3823441278648586	-0.2171591817315464	0.07492420688650708	0.2920833886180535	0.26380744274803225	0.49956683421074616	0.2357593914627139	-0.2171591817315464	0.07492420688650708	0.2920833886180535	1	1
chr8	C0-bundle3-minus-020	C0-bundle3	0.43335057921779585	0.5609132868479535	0.12756270763015765	0.41002644870955296	0.4422850837194924	0.03225863500993942	0.02332413050824289	0.11862820312846112	0.09530407262021823	0.48095825675405085	0.4184253261455597	-0.06253293060849113	0.3857429016815409	0.7034012475503473	0.31765834586880637	-0.2171591817315464	-0.11929838016709482	0.0978608015644516	0.26380744274803225	0.35655478642401706	0.0927473436759848	-0.2171591817315464	-0.11929838016709482	0.0978608015644516	1	1
chr9	C0-bundle1-minus-020	C0-bundle1	0.44540646863645117	0.4598122345101573	0.014405765873706122	0.31566504943233203	0.31556303669844843	-0.00010201273388360521	0.12974141920411913	0.14424919781170886	0.014507778607589727	0.49807879291797236	0.29373695683476114	-0.20434183608321121	0.39273414435493	0.6258875121855534	0.2331533678306234	0.05302755178050966	0.041586286003958695	-0.011441265776550968	0.20645528662772858	0.24691210961945892	0.04045682299173034	0.05302755178050966	0.041586286003958695	-0.011441265776550968	1	1
chr9	C0-bundle2-minus-020	C0-bundle2	0.44540646863645117	0.4248566294055432	-0.020549839230907974	0.31566504943233203	0.4168939604584677	0.10122891102613568	0.12974141920411913	0.00796266894707548	-0.12177875025704366	0.49807879291797236	0.3359354773829947	-0.16214331553497768	0.39273414435493	0.5137777814280917	0.12104363707316174	0.05302755178050966	-0.13629822593978264	-0.1893257777202923	0.20645528662772858	0.15222356383393354	-0.05423172279379504	0.05302755178050966	-0.13629822593978264	-0.1893257777202923	0	0
chr9	C0-bundle3-minus-020	C0-bundle3	0.44540646863645117	0.4359471838197013	-0.009459284816749847	0.31566504943233203	0.4286211592268216	0.11295610979448956	0.12974141920411913	0.007326024592879732	-0.1224153946112394	0.49807879291797236	0.40165544731005287	-0.09642334560791949	0.39273414435493	0.4702389203293497	0.07750477597441974	0.05302755178050966	-0.0803651930813028	-0.13339274486181246	0.20645528662772858	0.09501724226706221	-0.11143804436066637	0.05302755178050966	-0.0803651930813028	-0.13339274486181246	0	0
chr10	C0-bundle1-minus-020	C0-bundle1	0.44179825249935634	0.557115044944158	0.11531679244480164	0.351651321353962	0.48105733595994027	0.12940601460597828	0.09014693114539435	0.07605770898421771	-0.01408922216117664	0.5829512533594222	0.45756941774175214	-0.12538183561767008	0.30064525163929046	0.6566606721465638	0.3560154205072733	-0.01764030929643523	-0.0019362638894568351	0.015704045406978395	0.19793417158722393	0.1540516818578922	-0.04388248972933173	-0.01764030929643523	-0.0019362638894568351	0.015704045406978395	1	0
chr10	C0-bundle2-minus-020	C0-bundle2	0.44179825249935634	0.5826061652432866	0.14080791274393023	0.351651321353962	0.43179512608598364	0.08014380473202165	0.09014693114539435	0.15081103915730293	0.06066410801190858	0.5829512533594222	0.6126754694990442	0.02972421613962195	0.30064525163929046	0.5525368609875289	0.2518916093482384	-0.01764030929643523	0.07813805814943853	0.09577836744587376	0.19793417158722393	0.22348402016516722	0.02554984857794329	-0.01764030929643523	0.07813805814943853	0.09577836744587376	1	1
chr10	C0-bundle3-minus-020	C0-bundle3	0.44179825249935634	0.4808270053949477	0.03902875289559138	0.351651321353962	0.3632011482845186	0.011549826930556617	0.09014693114539435	0.11762585711042911	0.02747892596503476	0.5829512533594222	0.6138744980719544	0.03092324471253216	0.30064525163929046	0.347779512717941	0.04713426107865054	-0.01764030929643523	0.09777706281611509	0.11541737211255032	0.19793417158722393	0.13747465140474308	-0.06045952018248085	-0.01764030929643523	0.09777706281611509	0.11541737211255032	1	1
chr11	C0-bundle1-minus-020	C0-bundle1	0.591075424261781	0.5198099415111155	-0.07126548275066547	0.4657272088379223	0.38581135528587107	-0.07991585355205122	0.12534821542385866	0.1339985862252444	0.008650370801385754	0.4433237794931126	0.47196928152537543	0.02864550203226285	0.7388270690304493	0.5676506014968554	-0.17117646753359383	0.12696046290892626	0.14790923616676493	0.02094877325783867	0.12373596793879105	0.12008793628372377	-0.0036480316550672742	0.12373596793879105	0.12008793628372377	-0.0036480316550672742	0	1
chr11	C0-bundle2-minus-020	C0-bundle2	0.591075424261781	0.5857621306573226	-0.0053132936044583134	0.4657272088379223	0.49087572274130514	0.025148513903382852	0.12534821542385866	0.09488640791601749	-0.030461807507841165	0.4433237794931126	0.6101518188122232	0.16682803931911067	0.7388270690304493	0.561372442502422	-0.17745462652802724	0.12696046290892626	0.10574953113151675	-0.021210931777409514	0.12373596793879105	0.08402328470051823	-0.03971268323827282	0.12373596793879105	0.08402328470051823	-0.03971268323827282	0	0
chr11	C0-bundle3-minus-020	C0-bundle3	0.591075424261781	0.6721502604339994	0.08107483617221845	0.4657272088379223	0.5003692015822528	0.03464199274433055	0.12534821542385866	0.17178105885174655	0.04643284342788789	0.4433237794931126	0.6354056962802359	0.19208191678712333	0.7388270690304493	0.7088948245877629	-0.029932244442686384	0.12696046290892626	0.20163017207616823	0.07466970916724197	0.12373596793879105	0.14193194562732492	0.01819597768853387	0.12373596793879105	0.14193194562732492	0.01819597768853387	1	1
chr12	C0-bundle1-minus-020	C0-bundle1	0.47197926535711354	0.43635236462411764	-0.0356269007329959	0.23770154719686826	0.2409430306052519	0.0032414834083836497	0.23427771816024529	0.19540933401886573	-0.03886838414137955	0.4349072039979128	0.5373062797572103	0.10239907575929758	0.5090513267163144	0.335398449491025	-0.17365287722528938	0.19344439640722788	0.2356536137105446	0.042209217303316726	0.2751110399132628	0.15516505432718689	-0.11994598558607591	0.19344439640722788	0.15516505432718689	-0.038279342080040996	0	0
chr12	C0-bundle2-minus-020	C0-bundle2	0.47197926535711354	0.35697404452966264	-0.1150052208274509	0.23770154719686826	0.29617627387577994	0.05847472667891168	0.23427771816024529	0.0607977706538827	-0.1734799475063626	0.4349072039979128	0.35273836603775216	-0.08216883796016061	0.5090513267163144	0.3612097230215731	-0.14784160369474125	0.19344439640722788	0.04436277388031157	-0.1490816225269163	0.2751110399132628	0.07723276742745377	-0.19787827248580903	0.19344439640722788	0.04436277388031157	-0.1490816225269163	0	0
chr12	C0-bundle3-minus-020	C0-bundle3	0.47197926535711354	0.2909481551839454	-0.18103111017316814	0.23770154719686826	0.27328268233214037	0.03558113513527211	0.23427771816024529	0.01766547285180503	-0.21661224530844025	0.4349072039979128	0.2535919778130181	-0.18131522618489465	0.5090513267163144	0.3283043325548727	-0.1807469941614417	0.19344439640722788	-0.06312366048765239	-0.25656805689488027	0.2751110399132628	0.09845460619126245	-0.17665643372200035	0.19344439640722788	-0.06312366048765239	-0.25656805689488027	0	0
chr13	C0-bundle1-minus-020	C0-bundle1	0.5819395441251289	0.5209023883649002	-0.06103715576022872	0.4079535628699976	0.44552816990218025	0.03757460703218263	0.17398598125513132	0.07537421846271997	-0.09861176279241135	0.629343011764316	0.6295565862333765	0.00021357446906056232	0.5345360764859419	0.4122481904964239	-0.12228788598951801	0.21050282494961298	0.2577666562532878	0.04726383130367484	0.13746913756064966	-0.10701821932784783	-0.2444873568884975	0.13746913756064966	-0.10701821932784783	-0.2444873568884975	0	0
chr13	C0-bundle2-minus-020	C0-bundle2	0.5819395441251289	0.5034304497361233	-0.07850909438900566	0.4079535628699976	0.379369292200606	-0.02858427066939162	0.17398598125513132	0.12406115753551727	-0.04992482371961404	0.629343011764316	0.5087693368059811	-0.12057367495833482	0.5345360764859419	0.4980915626662653	-0.036444513819676616	0.21050282494961298	0.03625101482201709	-0.17425181012759589	0.13746913756064966	0.2118713002490173	0.07440216268836763	0.13746913756064966	0.03625101482201709	-0.10121812273863257	0	0
chr13	C0-bundle3-minus-020	C0-bundle3	0.5819395441251289	0.5256411890163322	-0.05629835510879677	0.4079535628699976	0.47466818826654444	0.06671462539654682	0.17398598125513132	0.05097300074978772	-0.1230129805053436	0.629343011764316	0.444719406625598	-0.18462360513871795	0.5345360764859419	0.6065629714070663	0.07202689492112435	0.21050282494961298	0.0071225878260912645	-0.2033802371235217	0.13746913756064966	0.09482341367348412	-0.04264572388716553	0.13746913756064966	0.0071225878260912645	-0.1303465497345584	0	0
chr14	C0-bundle1-minus-020	C0-bundle1	0.4201885685110077	0.484450076783012	0.06426150827200428	0.3132784295103612	0.37959497179253565	0.06631654228217443	0.1069101390006465	0.10485510499047634	-0.0020550340101701536	0.41189125878835264	0.40506214476031777	-0.006829114028034877	0.4284858782336628	0.5638380088057062	0.13535213057204343	0.04964764825038542	0.03504053391505885	-0.014607114335326576	0.16417262975090752	0.17466967606589384	0.010497046314986325	0.04964764825038542	0.03504053391505885	-0.014607114335326576	1	0
chr14	C0-bundle2-minus-020	C0-bundle2	0.4201885685110077	0.5866212008057531	0.16643263229474536	0.3132784295103612	0.3905551710546406	0.07727674154427938	0.1069101390006465	0.19606602975111248	0.08915589075046598	0.41189125878835264	0.49905296225726287	0.08716170346891022	0.4284858782336628	0.6741894393542434	0.24570356112058056	0.04964764825038542	0.13823288325309352	0.0885852350027081	0.16417262975090752	0.2538991762491315	0.08972654649822398	0.04964764825038542	0.13823288325309352	0.0885852350027081	1	1
chr14	C0-bundle3-minus-020	C0-bundle3	0.4201885685110077	0.5494773703713055	0.1292888018602978	0.3132784295103612	0.38666197700100885	0.07338354749064763	0.1069101390006465	0.16281539337029666	0.05590525436965016	0.41189125878835264	0.47856760213102584	0.0666763433426732	0.4284858782336628	0.6203871386115851	0.19190126037792232	0.04964764825038542	0.09542973477184546	0.04578208652146004	0.16417262975090752	0.2302010519687478	0.06602842221784028	0.04964764825038542	0.09542973477184546	0.04578208652146004	1	1
chr15	C0-bundle1-minus-020	C0-bundle1	0.4667677015689665	0.4419425413075516	-0.024825160261414903	0.40513969908037256	0.3547372646380737	-0.05040243444229886	0.06162800248859396	0.08720527666947792	0.025577274180883958	0.5168997177435308	0.3405097197367624	-0.1763899980067684	0.4166356853944022	0.5433753628783409	0.12673967748393866	0.041573298058496466	-0.11969166982943458	-0.16126496788793104	0.08168270691869145	0.2941022231683905	0.21241951624969907	0.041573298058496466	-0.11969166982943458	-0.16126496788793104	0	1
chr15	C0-bundle2-minus-020	C0-bundle2	0.4667677015689665	0.5341090154740995	0.06734131390513298	0.40513969908037256	0.3023822085720894	-0.10275749050828314	0.06162800248859396	0.23172680690201009	0.17009880441341613	0.5168997177435308	0.5632736840678622	0.04637396632433133	0.4166356853944022	0.504944346880337	0.08830866148593475	0.041573298058496466	0.1827340722592407	0.14116077420074424	0.08168270691869145	0.2807195415447795	0.19903683462608807	0.041573298058496466	0.1827340722592407	0.14116077420074424	1	1
chr15	C0-bundle3-minus-020	C0-bundle3	0.4667677015689665	0.4685755400758672	0.0018078385069006941	0.40513969908037256	0.3035732510057828	-0.10156644807458975	0.06162800248859396	0.1650022890700844	0.10337428658149045	0.5168997177435308	0.3561636324421001	-0.16073608530143074	0.4166356853944022	0.5809874477096344	0.16435176231523219	0.041573298058496466	0.11232659022474656	0.07075329216625009	0.08168270691869145	0.2176779879154223	0.13599528099673086	0.041573298058496466	0.11232659022474656	0.07075329216625009	1	1
chr16	C0-bundle1-minus-020	C0-bundle1	0.3979472919913687	0.37087223192012175	-0.027075060071246937	0.20372830230361566	0.2917700283497908	0.08804172604617516	0.19421898968775303	0.07910220357033093	-0.1151167861174221	0.27803439442168515	0.2702502295208646	-0.007784164900820567	0.5178601895610523	0.47149423431937887	-0.04636595524167342	0.024029498411198225	-0.0034773056992902784	-0.027506804110488503	0.3644084809643079	0.16168171283995203	-0.20272676812435586	0.024029498411198225	-0.0034773056992902784	-0.027506804110488503	0	0
chr16	C0-bundle2-minus-020	C0-bundle2	0.3979472919913687	0.2964978836412373	-0.10144940835013139	0.20372830230361566	0.23251665483694733	0.028788352533331674	0.19421898968775303	0.06398122880428997	-0.13023776088346306	0.27803439442168515	0.2548817071380702	-0.02315268728361497	0.5178601895610523	0.3381140601444045	-0.1797461294166478	0.024029498411198225	-0.014732032698431208	-0.03876153110962943	0.3644084809643079	0.1426944903070112	-0.2217139906572967	0.024029498411198225	-0.014732032698431208	-0.03876153110962943	0	0
chr16	C0-bundle3-minus-020	C0-bundle3	0.3979472919913687	0.3527005414627167	-0.04524675052865201	0.20372830230361566	0.2585989167713973	0.05487061446778163	0.19421898968775303	0.09410162469131939	-0.10011736499643364	0.27803439442168515	0.22877310434387	-0.049261290077815156	0.5178601895610523	0.4766279785815634	-0.04123221097948887	0.024029498411198225	0.009167660053886334	-0.01486183835731189	0.3644084809643079	0.17903558932875246	-0.18537289163555543	0.024029498411198225	0.009167660053886334	-0.01486183835731189	0	0
chr17	C0-bundle1-minus-020	C0-bundle1	0.37384475014292173	0.3094575604657479	-0.06438718967717383	0.2878192014951807	0.29402900746175675	0.006209805966576054	0.08602554864774103	0.015428553003991152	-0.07059699564374988	0.3698851819432323	0.28693515258156593	-0.08295002936166634	0.37780431834261113	0.3319799683499298	-0.04582434999268131	-0.0793715931687422	-0.07734717001216157	0.0020244231565806348	0.2514226904642242	0.10820427602014376	-0.14321841444408046	-0.0793715931687422	-0.07734717001216157	0.0020244231565806348	0	0
chr17	C0-bundle2-minus-020	C0-bundle2	0.37384475014292173	0.35680354369794304	-0.017041206444978696	0.2878192014951807	0.23930137783024943	-0.048517823664931264	0.08602554864774103	0.1175021658676936	0.03147661721995257	0.3698851819432323	0.3110198247406516	-0.05886535720258068	0.37780431834261113	0.4025872626552345	0.024782944312623345	-0.0793715931687422	0.009306487085809001	0.0886780802545512	0.2514226904642242	0.2256978446495782	-0.025724845814646013	-0.0793715931687422	0.009306487085809001	0.0886780802545512	0	1
chr17	C0-bundle3-minus-020	C0-bundle3	0.37384475014292173	0.3712392024576853	-0.002605547685236409	0.2878192014951807	0.20079959801049593	-0.08701960348468477	0.08602554864774103	0.1704396044471894	0.08441405579944836	0.3698851819432323	0.34630255304924984	-0.023582628893982438	0.37780431834261113	0.3961758518661208	0.018371533523509676	-0.0793715931687422	0.04097488855180348	0.12034648172054568	0.2514226904642242	0.2999043203425753	0.048481629878351085	-0.0793715931687422	0.04097488855180348	0.12034648172054568	0	1
chr18	C0-bundle1-minus-020	C0-bundle1	0.3251911149923442	0.3424327685427239	0.01724165355037971	0.3174118219559249	0.20174286693246185	-0.11566895502346303	0.0077792930364193325	0.14068990161026207	0.13291060857384274	0.3689731322442359	0.35641801501102166	-0.01255511723321423	0.2814090977404526	0.3284475220744262	0.047038424333973594	-0.07209647870317326	0.0748227416357769	0.14691922033895016	0.08765506477601195	0.20655706158474724	0.11890199680873528	-0.07209647870317326	0.0748227416357769	0.14691922033895016	1	1
chr18	C0-bundle2-minus-020	C0-bundle2	0.3251911149923442	0.35494245762193266	0.02975134262958845	0.3174118219559249	0.1682125292838907	-0.1491992926720342	0.0077792930364193325	0.18672992833804197	0.17895063530162264	0.3689731322442359	0.37942212887054255	0.010448996626306661	0.2814090977404526	0.33046278637332277	0.049053688632870185	-0.07209647870317326	0.21683329455275932	0.2889297732559326	0.08765506477601195	0.15662656212332463	0.06897149734731267	-0.07209647870317326	0.15662656212332463	0.2287230408264979	1	1
chr18	C0-bundle3-minus-020	C0-bundle3	0.3251911149923442	0.43389234503786056	0.10870123004551635	0.3174118219559249	0.182331276786722	-0.13508054516920287	0.0077792930364193325	0.25156106825113855	0.24378177521471922	0.3689731322442359	0.4527411620854206	0.0837680298411847	0.2814090977404526	0.4150435279903006	0.133634430249848	-0.07209647870317326	0.28502848288173416	0.3571249615849074	0.08765506477601195	0.21809365362054298	0.13043858884453102	-0.07209647870317326	0.21809365362054298	0.29019013232371627	1	1
