condition_id	chromosome	locked_orientation	locked_pairing	rho_A_mat	locked_rho_A_mat	absdiff_rho_A_mat	rho_A_pat	locked_rho_A_pat	absdiff_rho_A_pat	rho_B_mat	locked_rho_B_mat	absdiff_rho_B_mat	rho_B_pat	locked_rho_B_pat	absdiff_rho_B_pat	matched	locked_matched	absdiff_matched	cross	locked_cross	absdiff_cross	contrast	locked_contrast	absdiff_contrast	matched_ref1	locked_matched_ref1	absdiff_matched_ref1	matched_ref2	locked_matched_ref2	absdiff_matched_ref2	margin_mat	locked_margin_mat	absdiff_margin_mat	margin_pat	locked_margin_pat	absdiff_margin_pat	minmargin	locked_minmargin	absdiff_minmargin
v1_original_random_joint	chr17	direct	direct	0.3698851819432323	0.36988518194323233	5.551115123125783e-17	0.4492567751119745	0.44925677511197454	5.551115123125783e-17	0.12638162787838692	0.12638162787838694	2.7755575615628914e-17	0.37780431834261113	0.3778043183426112	5.551115123125783e-17	0.37384475014292173	0.37384475014292173	0.0	0.2878192014951807	0.28781920149518075	5.551115123125783e-17	0.08602554864774103	0.08602554864774098	5.551115123125783e-17	0.3698851819432323	0.36988518194323233	5.551115123125783e-17	0.37780431834261113	0.3778043183426112	5.551115123125783e-17	-0.0793715931687422	-0.0793715931687422	0.0	0.2514226904642242	0.2514226904642243	5.551115123125783e-17	-0.0793715931687422	-0.0793715931687422	0.0
v1_original_random_joint	chr18	swapped	cross	0.19375403296444063	0.19375403296444058	5.551115123125783e-17	0.2814090977404526	0.2814090977404525	1.1102230246251565e-16	0.3689731322442359	0.3689731322442358	1.1102230246251565e-16	0.44106961094740915	0.44106961094740904	1.1102230246251565e-16	0.3251911149923442	0.3251911149923441	1.1102230246251565e-16	0.3174118219559249	0.3174118219559248	5.551115123125783e-17	0.0077792930364193325	0.007779293036419277	5.551115123125783e-17	0.3689731322442359	0.3689731322442358	1.1102230246251565e-16	0.2814090977404526	0.2814090977404525	1.1102230246251565e-16	-0.07209647870317326	-0.07209647870317326	0.0	0.08765506477601195	0.0876550647760119	5.551115123125783e-17	-0.07209647870317326	-0.07209647870317326	0.0
v1_original_random_joint	chr19	direct	direct	0.25898867311289125	0.25898867311289125	0.0	0.3984852440054856	0.3984852440054856	0.0	0.13923416432121768	0.1392341643212177	2.7755575615628914e-17	0.39576432375974485	0.3957643237597449	5.551115123125783e-17	0.32737649843631805	0.3273764984363181	5.551115123125783e-17	0.26885970416335164	0.26885970416335164	0.0	0.05851679427296641	0.058516794272966466	5.551115123125783e-17	0.25898867311289125	0.25898867311289125	0.0	0.39576432375974485	0.3957643237597449	5.551115123125783e-17	-0.13949657089259432	-0.13949657089259432	0.0	0.2565301594385272	0.2565301594385272	0.0	-0.13949657089259432	-0.13949657089259432	0.0
v1_original_random_joint	chrX	direct	direct	0.8456996215614765	0.8456996215614763	2.220446049250313e-16	0.3321210076819766	0.33212100768197655	5.551115123125783e-17	0.37699073817954704	0.376990738179547	5.551115123125783e-17	0.6293160762135754	0.6293160762135753	1.1102230246251565e-16	0.737507848887526	0.7375078488875257	2.220446049250313e-16	0.35455587293076185	0.35455587293076174	1.1102230246251565e-16	0.3829519759567641	0.382951975956764	1.1102230246251565e-16	0.8456996215614765	0.8456996215614763	2.220446049250313e-16	0.6293160762135754	0.6293160762135753	1.1102230246251565e-16	0.5135786138794999	0.5135786138794998	1.1102230246251565e-16	0.2523253380340284	0.25232533803402835	5.551115123125783e-17	0.2523253380340284	0.25232533803402835	5.551115123125783e-17
v1_continuation	chr1	swapped	cross	0.4872035869428121	0.487203586942812	5.551115123125783e-17	0.7936060485917633	0.7936060485917632	1.1102230246251565e-16	0.5622183795288125	0.5622183795288124	1.1102230246251565e-16	0.5728400377512655	0.5728400377512654	1.1102230246251565e-16	0.6779122140602879	0.6779122140602878	1.1102230246251565e-16	0.5300218123470388	0.5300218123470387	1.1102230246251565e-16	0.14789040171324908	0.14789040171324908	0.0	0.5622183795288125	0.5622183795288124	1.1102230246251565e-16	0.7936060485917633	0.7936060485917632	1.1102230246251565e-16	-0.010621658222452979	-0.010621658222452979	0.0	0.30640246164895124	0.3064024616489512	5.551115123125783e-17	-0.010621658222452979	-0.010621658222452979	0.0
v1_continuation	chr2	direct	direct	0.5200137634179931	0.5200137634179932	1.1102230246251565e-16	0.47729653461625754	0.47729653461625765	1.1102230246251565e-16	0.45671114964334747	0.4567111496433476	1.1102230246251565e-16	0.5284869197077317	0.5284869197077318	1.1102230246251565e-16	0.5242503415628623	0.5242503415628625	2.220446049250313e-16	0.4670038421298025	0.4670038421298026	1.1102230246251565e-16	0.057246499433059816	0.05724649943305993	1.1102230246251565e-16	0.5200137634179931	0.5200137634179932	1.1102230246251565e-16	0.5284869197077317	0.5284869197077318	1.1102230246251565e-16	0.04271722880173556	0.04271722880173556	0.0	0.07177577006438418	0.07177577006438418	0.0	0.04271722880173556	0.04271722880173556	0.0
v1_continuation	chr3	direct	direct	0.4272865453700154	0.42728654537001554	1.1102230246251565e-16	0.22330447912177057	0.2233044791217706	2.7755575615628914e-17	0.30902974996173654	0.30902974996173666	1.1102230246251565e-16	0.7176443918697873	0.7176443918697875	1.1102230246251565e-16	0.5724654686199013	0.5724654686199016	2.220446049250313e-16	0.26616711454175357	0.2661671145417536	5.551115123125783e-17	0.30629835407814776	0.3062983540781479	1.6653345369377348e-16	0.4272865453700154	0.42728654537001554	1.1102230246251565e-16	0.7176443918697873	0.7176443918697875	1.1102230246251565e-16	0.20398206624824486	0.20398206624824494	8.326672684688674e-17	0.4086146419080508	0.4086146419080508	0.0	0.20398206624824486	0.20398206624824494	8.326672684688674e-17
v1_continuation	chr4	swapped	cross	0.3939430594639503	0.39394305946395036	5.551115123125783e-17	0.4098382974855084	0.4098382974855085	1.1102230246251565e-16	0.4882544532128881	0.4882544532128882	1.1102230246251565e-16	0.4236459037848808	0.42364590378488093	1.1102230246251565e-16	0.4490463753491982	0.44904637534919833	1.1102230246251565e-16	0.40879448162441556	0.4087944816244157	1.1102230246251565e-16	0.04025189372478266	0.04025189372478266	0.0	0.4882544532128881	0.4882544532128882	1.1102230246251565e-16	0.4098382974855084	0.4098382974855085	1.1102230246251565e-16	0.06460854942800726	0.06460854942800726	0.0	0.015895238021558067	0.015895238021558122	5.551115123125783e-17	0.015895238021558067	0.015895238021558122	5.551115123125783e-17
v1_continuation	chr5	direct	direct	0.6795957395512201	0.6795957395512202	1.1102230246251565e-16	0.5102511383146977	0.5102511383146977	0.0	0.4771858852299913	0.4771858852299914	1.1102230246251565e-16	0.6020164935886038	0.6020164935886038	0.0	0.6408061165699119	0.6408061165699119	0.0	0.4937185117723445	0.49371851177234455	5.551115123125783e-17	0.14708760479756744	0.14708760479756738	5.551115123125783e-17	0.6795957395512201	0.6795957395512202	1.1102230246251565e-16	0.6020164935886038	0.6020164935886038	0.0	0.1693446012365224	0.1693446012365225	1.1102230246251565e-16	0.12483060835861248	0.12483060835861237	1.1102230246251565e-16	0.12483060835861248	0.12483060835861237	1.1102230246251565e-16
v1_continuation	chr6	swapped	cross	0.23715020111889779	0.23715020111889779	0.0	0.501834434239872	0.5018344342398721	1.1102230246251565e-16	0.49460154608493084	0.49460154608493084	0.0	0.22276911968922178	0.22276911968922178	0.0	0.4982179901624014	0.4982179901624014	0.0	0.2299596604040598	0.2299596604040598	0.0	0.26825832975834163	0.26825832975834163	0.0	0.49460154608493084	0.49460154608493084	0.0	0.501834434239872	0.5018344342398721	1.1102230246251565e-16	0.27183242639570904	0.27183242639570904	0.0	0.26468423312097417	0.2646842331209743	1.1102230246251565e-16	0.26468423312097417	0.2646842331209743	1.1102230246251565e-16
v1_continuation	chr7	direct	direct	0.44045074889323776	0.4404507488932377	5.551115123125783e-17	0.4112469098849334	0.4112469098849334	0.0	0.36497156166518185	0.36497156166518185	0.0	0.4022499516735741	0.402249951673574	5.551115123125783e-17	0.42135035028340595	0.42135035028340584	1.1102230246251565e-16	0.3881092357750576	0.3881092357750576	0.0	0.033241114508348324	0.03324111450834821	1.1102230246251565e-16	0.44045074889323776	0.4404507488932377	5.551115123125783e-17	0.4022499516735741	0.402249951673574	5.551115123125783e-17	0.029203839008304366	0.02920383900830431	5.551115123125783e-17	0.037278390008392226	0.03727839000839217	5.551115123125783e-17	0.029203839008304366	0.02920383900830431	5.551115123125783e-17
v1_continuation	chr8	direct	direct	0.47899999752239114	0.4789999975223912	5.551115123125783e-17	0.6905397301328591	0.6905397301328591	0.0	0.12657631705616748	0.12657631705616745	2.7755575615628914e-17	0.39253845743763455	0.3925384574376345	5.551115123125783e-17	0.43576922748001284	0.43576922748001284	0.0	0.40855802359451326	0.40855802359451326	0.0	0.02721120388549958	0.02721120388549958	0.0	0.47899999752239114	0.4789999975223912	5.551115123125783e-17	0.39253845743763455	0.3925384574376345	5.551115123125783e-17	-0.21153973261046793	-0.21153973261046788	5.551115123125783e-17	0.26596214038146704	0.26596214038146704	0.0	-0.21153973261046793	-0.21153973261046788	5.551115123125783e-17
v1_continuation	chr9	swapped	cross	0.1859875043590488	0.18598750435904876	2.7755575615628914e-17	0.37288240980084847	0.37288240980084836	1.1102230246251565e-16	0.4944781978340091	0.49447819783400904	5.551115123125783e-17	0.46703640213506514	0.4670364021350651	5.551115123125783e-17	0.4336803038174288	0.4336803038174287	5.551115123125783e-17	0.32651195324705695	0.32651195324705695	0.0	0.10716835057037183	0.10716835057037177	5.551115123125783e-17	0.4944781978340091	0.49447819783400904	5.551115123125783e-17	0.37288240980084847	0.37288240980084836	1.1102230246251565e-16	0.02744179569894395	0.02744179569894395	0.0	0.18689490544179968	0.1868949054417996	8.326672684688674e-17	0.02744179569894395	0.02744179569894395	0.0
v1_continuation	chr10	swapped	cross	0.10074750848807607	0.10074750848807607	0.0	0.2901281593966124	0.29012815939661246	5.551115123125783e-17	0.5665286717271057	0.5665286717271057	0.0	0.6169481514314307	0.6169481514314308	1.1102230246251565e-16	0.4283284155618591	0.4283284155618591	0.0	0.3588478299597534	0.3588478299597534	0.0	0.06948058560210568	0.06948058560210568	0.0	0.5665286717271057	0.5665286717271057	0.0	0.2901281593966124	0.29012815939661246	5.551115123125783e-17	-0.05041947970432492	-0.05041947970432503	1.1102230246251565e-16	0.18938065090853634	0.1893806509085364	5.551115123125783e-17	-0.05041947970432492	-0.05041947970432503	1.1102230246251565e-16
v1_continuation	chr11	swapped	cross	0.6105471213177147	0.6105471213177146	1.1102230246251565e-16	0.733154677443145	0.7331546774431449	1.1102230246251565e-16	0.4398952460530472	0.43989524605304714	5.551115123125783e-17	0.3183948583564603	0.31839485835646025	5.551115123125783e-17	0.5865249617480961	0.586524961748096	1.1102230246251565e-16	0.4644709898370875	0.46447098983708746	5.551115123125783e-17	0.12205397191100859	0.12205397191100853	5.551115123125783e-17	0.4398952460530472	0.43989524605304714	5.551115123125783e-17	0.733154677443145	0.7331546774431449	1.1102230246251565e-16	0.12150038769658689	0.12150038769658689	0.0	0.12260755612543028	0.12260755612543028	0.0	0.12150038769658689	0.12150038769658689	0.0
v1_continuation	chr12	direct	direct	0.4210690424759743	0.4210690424759743	0.0	0.23327708995157018	0.23327708995157023	5.551115123125783e-17	0.23593498372402963	0.23593498372402968	5.551115123125783e-17	0.5087559471521869	0.508755947152187	1.1102230246251565e-16	0.4649124948140806	0.46491249481408065	5.551115123125783e-17	0.2346060368377999	0.23460603683779996	5.551115123125783e-17	0.2303064579762807	0.2303064579762807	0.0	0.4210690424759743	0.4210690424759743	0.0	0.5087559471521869	0.508755947152187	1.1102230246251565e-16	0.18779195252440414	0.1877919525244041	5.551115123125783e-17	0.2728209634281572	0.2728209634281573	1.1102230246251565e-16	0.18779195252440414	0.1877919525244041	5.551115123125783e-17
v1_continuation	chr13	swapped	cross	0.4046867688815582	0.4046867688815582	0.0	0.5545809529670205	0.5545809529670205	0.0	0.6306295841412765	0.6306295841412765	0.0	0.4170519806324502	0.41705198063245014	5.551115123125783e-17	0.5926052685541485	0.5926052685541485	0.0	0.4108693747570042	0.41086937475700414	5.551115123125783e-17	0.18173589379714433	0.1817358937971444	5.551115123125783e-17	0.6306295841412765	0.6306295841412765	0.0	0.5545809529670205	0.5545809529670205	0.0	0.21357760350882626	0.21357760350882632	5.551115123125783e-17	0.1498941840854623	0.1498941840854623	0.0	0.1498941840854623	0.1498941840854623	0.0
v1_continuation	chr14	direct	direct	0.40073553583674754	0.4007355358367476	5.551115123125783e-17	0.34409841910776423	0.3440984191077643	5.551115123125783e-17	0.26020040404177536	0.26020040404177536	0.0	0.43207224530274213	0.43207224530274213	0.0	0.4164038905697448	0.41640389056974486	5.551115123125783e-17	0.3021494115747698	0.3021494115747698	0.0	0.11425447899497498	0.11425447899497504	5.551115123125783e-17	0.40073553583674754	0.4007355358367476	5.551115123125783e-17	0.43207224530274213	0.43207224530274213	0.0	0.056637116728983306	0.056637116728983306	0.0	0.17187184126096677	0.17187184126096677	0.0	0.056637116728983306	0.056637116728983306	0.0
v1_continuation	chr15	direct	direct	0.5130760241587772	0.5130760241587772	0.0	0.4885706548588066	0.48857065485880663	5.551115123125783e-17	0.33878198480249744	0.33878198480249744	0.0	0.41262017017244923	0.41262017017244923	0.0	0.4628480971656132	0.4628480971656132	0.0	0.413676319830652	0.413676319830652	0.0	0.0491717773349612	0.0491717773349612	0.0	0.5130760241587772	0.5130760241587772	0.0	0.41262017017244923	0.41262017017244923	0.0	0.024505369299970603	0.024505369299970547	5.551115123125783e-17	0.07383818536995179	0.07383818536995179	0.0	0.024505369299970603	0.024505369299970547	5.551115123125783e-17
v1_continuation	chr16	swapped	cross	0.15576079218098618	0.15576079218098612	5.551115123125783e-17	0.5621486097576556	0.5621486097576555	1.1102230246251565e-16	0.25935618937947374	0.25935618937947374	0.0	0.2644533401266083	0.26445334012660826	5.551115123125783e-17	0.4107523995685647	0.4107523995685646	1.1102230246251565e-16	0.21010706615379726	0.2101070661537972	5.551115123125783e-17	0.20064533341476742	0.20064533341476737	5.551115123125783e-17	0.25935618937947374	0.25935618937947374	0.0	0.5621486097576556	0.5621486097576555	1.1102230246251565e-16	-0.005097150747134571	-0.005097150747134516	5.551115123125783e-17	0.4063878175766694	0.4063878175766693	1.1102230246251565e-16	-0.005097150747134571	-0.005097150747134516	5.551115123125783e-17
v1_continuation	chr17	direct	direct	0.3717169367211302	0.37171693672113026	5.551115123125783e-17	0.44004710879319486	0.440047108793195	1.1102230246251565e-16	0.11520188023849776	0.11520188023849778	2.7755575615628914e-17	0.3910526701933278	0.39105267019332784	5.551115123125783e-17	0.381384803457229	0.381384803457229	0.0	0.2776244945158463	0.27762449451584637	5.551115123125783e-17	0.10376030894138272	0.10376030894138266	5.551115123125783e-17	0.3717169367211302	0.37171693672113026	5.551115123125783e-17	0.3910526701933278	0.39105267019332784	5.551115123125783e-17	-0.06833017207206465	-0.06833017207206471	5.551115123125783e-17	0.27585078995483003	0.27585078995483003	0.0	-0.06833017207206465	-0.06833017207206471	5.551115123125783e-17
v1_continuation	chr18	swapped	cross	0.19096897081386735	0.1909689708138673	5.551115123125783e-17	0.27670528453029336	0.27670528453029325	1.1102230246251565e-16	0.37214726502384377	0.3721472650238437	5.551115123125783e-17	0.4312433610676227	0.4312433610676225	1.6653345369377348e-16	0.32442627477706854	0.3244262747770685	5.551115123125783e-17	0.311106165940745	0.3111061659407449	1.1102230246251565e-16	0.013320108836323508	0.013320108836323563	5.551115123125783e-17	0.37214726502384377	0.3721472650238437	5.551115123125783e-17	0.27670528453029336	0.27670528453029325	1.1102230246251565e-16	-0.05909609604377891	-0.0590960960437788	1.1102230246251565e-16	0.08573631371642601	0.08573631371642595	5.551115123125783e-17	-0.05909609604377891	-0.0590960960437788	1.1102230246251565e-16
v1_continuation	chr19	direct	direct	0.2763385863550889	0.27633858635508896	5.551115123125783e-17	0.40995050384043696	0.40995050384043696	0.0	0.13653806412863034	0.13653806412863034	0.0	0.3854121032940791	0.3854121032940791	0.0	0.33087534482458403	0.33087534482458403	0.0	0.27324428398453365	0.27324428398453365	0.0	0.057631060840050374	0.057631060840050374	0.0	0.2763385863550889	0.27633858635508896	5.551115123125783e-17	0.3854121032940791	0.3854121032940791	0.0	-0.13361191748534806	-0.133611917485348	5.551115123125783e-17	0.24887403916544876	0.24887403916544876	0.0	-0.13361191748534806	-0.133611917485348	5.551115123125783e-17
